08:24:49,07
09:32:12,54
09:33:15,89
09:34:30,38
09:35:40,33
09:36:15,74
09:36:38,51
09:37:03,40
09:37:30,07
09:37:54,35
09:38:19,84
09:38:44,99
09:39:10,30
09:39:33,86
09:39:58,77
09:40:23,78
09:40:47,52
09:41:11,89
09:41:37,91
09:42:04,44
09:42:33,30
09:42:56,70
09:43:20,29
09:43:45,52
09:44:09,37
09:44:43,00
09:45:10,64
09:45:36,83
09:46:05,06
09:46:29,85
09:50:01,93
09:50:28,44
09:51:16,72
09:51:51,67
09:52:13,73
09:52:49,52
09:53:13,87
09:53:46,09
09:54:10,80
09:54:36,49
09:54:59,53
09:55:24,21
09:55:48,19
10:01:56,25
10:02:29,98
10:02:57,57
10:03:22,53
10:03:53,02
10:04:23,89
10:04:47,91
10:05:32,06
10:05:57,80
10:06:28,89
10:08:01,36
10:08:37,28
10:09:05,88
10:09:30,61
10:09:54,38
10:10:17,87
10:10:48,97
10:11:34,19
10:12:02,91
10:12:27,74
10:12:53,36
10:20:56,42
10:21:22,02
10:22:01,79
10:23:17,91
10:23:42,59
10:24:08,84
10:24:31,97
10:24:56,65
10:26:08,03
10:26:33,55
10:27:00,10
10:27:24,06
10:27:52,71
10:28:27,47
10:28:53,37
10:29:19,29
10:29:44,36
10:30:09,69
10:30:39,76
10:31:08,48
10:31:32,32
10:32:18,03
10:32:45,24
10:33:09,30
10:33:37,84
10:34:32,86
10:34:59,71
10:35:27,16
10:35:51,26
10:36:18,05
10:36:45,88
10:37:10,03
10:37:34,57
10:38:04,46
10:38:29,91
10:38:55,05
10:39:27,15
10:39:55,27
10:40:20,07
10:40:46,19
10:41:10,83
10:41:39,05
10:42:06,24
10:51:05,55
10:51:30,26
10:52:08,49
10:52:36,62
10:53:01,47
10:53:29,59
10:53:53,28
10:54:30,20
10:55:19,84
10:57:12,09
10:57:41,51
10:58:06,44
10:58:29,98
10:59:31,42
10:59:57,24
11:00:21,69
11:00:43,58
11:01:48,82
11:02:11,31
11:02:32,89
11:02:55,74
11:03:22,37
11:03:52,91
11:04:15,58
11:04:38,51
11:04:59,69
11:05:24,31
11:05:47,15
11:06:17,92
11:06:39,24
11:07:02,73
11:07:43,92
11:08:10,02
11:08:33,62
11:08:58,61
11:09:42,79
12:41:46,63
12:43:25,06
12:44:43,41
12:45:47,04
12:46:14,30
12:46:38,84
12:47:01,31
12:47:22,53
12:47:45,78
12:48:10,93
12:48:34,56
12:48:57,08
12:49:20,15
12:49:45,51
12:50:07,60
12:50:30,00
12:50:54,01
12:51:15,52
12:51:39,92
12:52:01,04
12:52:21,88
12:52:43,27
12:53:04,92
12:58:15,75
12:58:37,71
12:58:58,96
12:59:20,44
12:59:43,88
13:00:06,08
13:00:27,18
13:00:48,30
13:01:14,43
13:01:38,58
13:02:01,15
13:02:24,99
13:03:05,63
13:03:49,30
13:04:12,58
13:04:33,32
13:04:56,99
13:05:20,64
13:05:48,46
13:12:07,31
13:12:50,91
13:14:30,83
13:14:55,25
13:15:20,60
13:15:42,69
13:16:05,22
13:16:27,11
13:16:48,49
13:17:11,69
13:17:33,01
13:17:54,41
13:18:16,34
13:18:38,52
13:19:04,49
13:23:17,52
13:23:40,52
13:24:02,95
13:24:23,66
13:24:47,10
13:25:07,46
13:25:30,78
13:32:11,36
13:32:39,22
13:33:01,14
13:33:22,05
13:33:45,53
13:34:06,27
13:34:29,67
13:34:53,80
13:35:14,75
13:35:36,62
13:35:57,29
13:36:19,06
13:36:47,61
13:37:12,42
13:37:38,45
13:38:04,29
13:38:28,41
13:38:52,47
13:39:20,40
13:39:45,20
13:40:11,03
13:40:33,60
13:40:57,05
13:41:22,83
13:41:51,01
13:42:13,01
13:42:34,95
13:42:56,24
13:43:17,25
13:43:37,54
13:43:59,45
13:44:21,49
13:44:53,80
13:45:22,88
13:45:46,32
13:46:07,63
13:46:40,37
14:04:53,54
